"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"3586";"GMC-MED-105";TRUE;3059,51423711326;97,0418462059483;2016-06-18 10:51:48;"GMC-MED-";"GMC-";"MED-";"105"
"526";"MERCMED-100";TRUE;2983,08064264451;109,114122608567;2018-04-01 04:30:13;"MERCMED-";"MERC";"MED-";"100"
"577";"GMC-MED-100";TRUE;2674,77286741203;110,465048763652;2015-10-07 10:35:00;"GMC-MED-";"GMC-";"MED-";"100"
"1824";"VOLVCLO-103";TRUE;3306,84344848293;105,231945830532;2017-02-20 16:45:17;"VOLVCLO-";"VOLV";"CLO-";"103"
"699";"MERCCLO-101";TRUE;3729,73313765104;106,498978252071;2019-05-21 16:03:41;"MERCCLO-";"MERC";"CLO-";"101"
"324";"VOLVBQA-100";TRUE;3306,84344848293;105,231945830532;2017-01-05 13:41:12;"VOLVBQA-";"VOLV";"BQA-";"100"
"2430";"VOLVCLO-104";TRUE;3161,42171110879;94,7718344989644;2016-06-24 23:41:11;"VOLVCLO-";"VOLV";"CLO-";"104"
"1856";"MERCCLO-103";TRUE;2600,92982965727;96,27085660888;2018-03-19 21:38:46;"MERCCLO-";"MERC";"CLO-";"103"
"614";"VOLVCLO-101";TRUE;2984,90536686024;114,382011386924;2016-05-12 15:49:28;"VOLVCLO-";"VOLV";"CLO-";"101"
"86";"MERCCLO-100";TRUE;3059,51423711326;97,0418462059483;2018-04-08 16:57:02;"MERCCLO-";"MERC";"CLO-";"100"
"3375";"MERCBQA-105";TRUE;3030,48877536212;101,83381945065;2018-09-03 23:11:50;"MERCBQA-";"MERC";"BQA-";"105"
"116";"GMC-CLO-100";TRUE;3252,88014961119;110,027169669464;2029-10-03 09:37:50;"GMC-CLO-";"GMC-";"CLO-";"100"
"2774";"MERCBQA-104";TRUE;3306,84344848293;105,231945830532;2019-10-12 05:03:40;"MERCBQA-";"MERC";"BQA-";"104"
"442";"GMC-BQA-100";TRUE;2676,77975296733;119,439192884954;2016-10-04 17:12:58;"GMC-BQA-";"GMC-";"BQA-";"100"
"1111";"MERCMED-101";TRUE;2780,23800138891;93,1550617480588;2018-02-01 18:07:01;"MERCMED-";"MERC";"MED-";"101"
"1246";"VOLVCLO-102";TRUE;2621,36350338874;100,898544788237;2016-02-13 03:31:34;"VOLVCLO-";"VOLV";"CLO-";"102"
"3033";"VOLVCLO-105";TRUE;2638,70663641054;115,178462595774;2028-02-14 03:52:47;"VOLVCLO-";"VOLV";"CLO-";"105"
"629";"VOLVCLO-101";TRUE;3268,42843493495;99,1299573233089;2015-11-04 21:16:55;"VOLVCLO-";"VOLV";"CLO-";"101"
"1285";"MERCCLO-102";TRUE;2990,93244339835;103,14542181594;2018-07-21 12:23:51;"MERCCLO-";"MERC";"CLO-";"102"
"1594";"MERCBQA-102";TRUE;3071,50580714873;104,159309524752;2020-04-09 21:31:54;"MERCBQA-";"MERC";"BQA-";"102"
"1749";"MERCMED-102";TRUE;3729,73313765104;106,498978252071;2018-01-13 19:46:37;"MERCMED-";"MERC";"MED-";"102"
"2200";"MERCBQA-103";TRUE;3617,85654391908;115,088179295228;2020-01-14 03:47:24;"MERCBQA-";"MERC";"BQA-";"103"
"1808";"VOLVCLO-103";TRUE;2886,44871709809;92,839747523155;2021-12-25 14:30:31;"VOLVCLO-";"VOLV";"CLO-";"103"
"2824";"GMC-BQA-104";TRUE;3306,84344848293;105,231945830532;2018-01-11 03:43:32;"GMC-BQA-";"GMC-";"BQA-";"104"
"919";"VOLVBQA-101";TRUE;3194,11514972548;88,3167339240624;2016-03-27 04:43:49;"VOLVBQA-";"VOLV";"BQA-";"101"
"665";"MERCCLO-101";TRUE;3111,06865293481;96,0541185571668;2018-11-21 11:31:51;"MERCCLO-";"MERC";"CLO-";"101"
"1961";"VOLVBOG-103";TRUE;2780,23800138891;93,1550617480588;2023-11-23 09:55:31;"VOLVBOG-";"VOLV";"BOG-";"103"
"938";"VOLVBQA-101";TRUE;3987,33260965093;112,816337203092;2016-04-15 23:41:17;"VOLVBQA-";"VOLV";"BQA-";"101"
"2701";"VOLVBQA-104";TRUE;3139,68507147478;106,810472999746;2016-05-25 06:15:59;"VOLVBQA-";"VOLV";"BQA-";"104"
"341";"VOLVBQA-100";TRUE;3591,5163264982;94,5561240760793;2019-01-02 21:24:46;"VOLVBQA-";"VOLV";"BQA-";"100"
"3222";"MERCBOG-105";TRUE;2763,96024509723;98,1092484109281;2019-06-27 03:04:45;"MERCBOG-";"MERC";"BOG-";"105"
"3241";"MERCBOG-105";TRUE;3591,5163264982;94,5561240760793;2019-07-11 13:23:17;"MERCBOG-";"MERC";"BOG-";"105"
"150";"GMC-CLO-100";TRUE;3617,85654391908;115,088179295228;2019-07-17 22:33:12;"GMC-CLO-";"GMC-";"CLO-";"100"
"180";"VOLVBOG-100";TRUE;3161,42171110879;94,7718344989644;2016-07-15 02:34:58;"VOLVBOG-";"VOLV";"BOG-";"100"
"2039";"MERCBOG-103";TRUE;2817,36113673021;112,51754779717;2020-12-14 15:06:04;"MERCBOG-";"MERC";"BOG-";"103"
"2232";"GMC-BQA-103";TRUE;2333,34759269043;94,5014346847706;2015-10-31 14:17:54;"GMC-BQA-";"GMC-";"BQA-";"103"
"2621";"MERCBOG-104";TRUE;3375,49354601799;98,8095555378965;2020-01-16 22:52:26;"MERCBOG-";"MERC";"BOG-";"104"
"2919";"MERCMED-104";TRUE;3194,11514972548;88,3167339240624;2017-09-04 03:34:48;"MERCMED-";"MERC";"MED-";"104"
"2160";"MERCBQA-103";TRUE;3157,77221314961;102,03337558858;2017-09-10 05:16:57;"MERCBQA-";"MERC";"BQA-";"103"
"2428";"VOLVCLO-104";TRUE;2965,86760932343;103,416692020181;2015-10-17 04:39:08;"VOLVCLO-";"VOLV";"CLO-";"104"
"3414";"GMC-BQA-105";TRUE;2984,90536686024;114,382011386924;2016-04-04 23:55:02;"GMC-BQA-";"GMC-";"BQA-";"105"
"1608";"GMC-BQA-102";TRUE;2886,44871709809;92,839747523155;2031-03-17 09:36:29;"GMC-BQA-";"GMC-";"BQA-";"102"
"1836";"VOLVCLO-103";TRUE;3059,51423711326;97,0418462059483;2016-06-02 19:33:18;"VOLVCLO-";"VOLV";"CLO-";"103"
"638";"VOLVCLO-101";TRUE;3987,33260965093;112,816337203092;2016-06-18 08:53:37;"VOLVCLO-";"VOLV";"CLO-";"101"
"3072";"MERCCLO-105";TRUE;2763,96024509723;98,1092484109281;2018-06-10 22:32:37;"MERCCLO-";"MERC";"CLO-";"105"
"3553";"GMC-MED-105";TRUE;3154,61384277607;129,105121559375;2017-12-12 23:48:01;"GMC-MED-";"GMC-";"MED-";"105"
"535";"MERCMED-100";TRUE;2990,93244339835;103,14542181594;2017-11-05 05:55:03;"MERCMED-";"MERC";"MED-";"100"
"82";"MERCCLO-100";TRUE;2333,34759269043;94,5014346847706;2017-12-10 02:37:50;"MERCCLO-";"MERC";"CLO-";"100"
"66";"MERCCLO-100";TRUE;3252,88014961119;110,027169669464;2019-01-25 16:21:20;"MERCCLO-";"MERC";"CLO-";"100"
"3095";"MERCCLO-105";TRUE;2389,0125550923;108,659907583195;2017-02-17 20:47:51;"MERCCLO-";"MERC";"CLO-";"105"
"3235";"MERCBOG-105";TRUE;2990,93244339835;103,14542181594;2019-08-04 14:21:56;"MERCBOG-";"MERC";"BOG-";"105"
"2443";"VOLVCLO-104";TRUE;3396,06283179266;96,1996686669309;2016-01-07 10:58:59;"VOLVCLO-";"VOLV";"CLO-";"104"
"1791";"GMC-MED-102";TRUE;3591,5163264982;94,5561240760793;2018-07-10 21:27:48;"GMC-MED-";"GMC-";"MED-";"102"
"2460";"MERCCLO-104";TRUE;3157,77221314961;102,03337558858;2017-08-31 03:00:40;"MERCCLO-";"MERC";"CLO-";"104"
"2646";"MERCBOG-104";TRUE;2621,36350338874;100,898544788237;2019-06-17 18:10:14;"MERCBOG-";"MERC";"BOG-";"104"
"3217";"MERCBOG-105";TRUE;2473,77347017684;97,885636137364;2018-09-14 10:18:40;"MERCBOG-";"MERC";"BOG-";"105"
"2397";"GMC-MED-103";TRUE;2976,05901263776;101,861783378763;2016-02-06 08:27:29;"GMC-MED-";"GMC-";"MED-";"103"
"1209";"VOLVCLO-102";TRUE;2632,14580212589;94,6294452050541;2036-04-05 20:07:09;"VOLVCLO-";"VOLV";"CLO-";"102"
"2578";"VOLVBOG-104";TRUE;2965,86760932343;103,416692020181;2015-10-23 08:46:47;"VOLVBOG-";"VOLV";"BOG-";"104"
"3348";"VOLVBQA-105";TRUE;2736,86676045531;98,3815867705634;2016-02-05 14:14:26;"VOLVBQA-";"VOLV";"BQA-";"105"
"1969";"VOLVBOG-103";TRUE;3194,11514972548;88,3167339240624;2016-06-15 10:04:17;"VOLVBOG-";"VOLV";"BOG-";"103"
"1222";"VOLVCLO-102";TRUE;2763,96024509723;98,1092484109281;2017-12-14 15:34:37;"VOLVCLO-";"VOLV";"CLO-";"102"
"1288";"MERCCLO-102";TRUE;3987,33260965093;112,816337203092;2018-01-27 20:43:04;"MERCCLO-";"MERC";"CLO-";"102"
"825";"MERCBOG-101";TRUE;3030,48877536212;101,83381945065;2019-05-19 00:35:38;"MERCBOG-";"MERC";"BOG-";"101"
"2593";"VOLVBOG-104";TRUE;3396,06283179266;96,1996686669309;2016-02-10 06:00:48;"VOLVBOG-";"VOLV";"BOG-";"104"
"73";"MERCCLO-100";TRUE;3691,97567749973;112,196732293173;2018-06-11 13:04:34;"MERCCLO-";"MERC";"CLO-";"100"
"2168";"MERCBQA-103";TRUE;2844,82684817339;97,7029892573639;2020-04-10 07:58:42;"MERCBQA-";"MERC";"BQA-";"103"
"2223";"GMC-BQA-103";TRUE;3691,97567749973;112,196732293173;2017-06-05 19:04:10;"GMC-BQA-";"GMC-";"BQA-";"103"
"3057";"MERCCLO-105";TRUE;3193,77729180911;92,8766464428264;2017-02-28 17:55:53;"MERCCLO-";"MERC";"CLO-";"105"
"2602";"MERCBOG-104";TRUE;3035,33987764905;93,764783365029;2021-05-08 08:40:30;"MERCBOG-";"MERC";"BOG-";"104"
"2552";"VOLVBOG-104";TRUE;3035,33987764905;93,764783365029;2043-03-21 14:48:45;"VOLVBOG-";"VOLV";"BOG-";"104"
"112";"GMC-CLO-100";TRUE;2855,36745300898;104,60129484181;2016-02-05 05:48:31;"GMC-CLO-";"GMC-";"CLO-";"100"
"682";"MERCCLO-101";TRUE;2333,34759269043;94,5014346847706;2018-02-25 11:40:00;"MERCCLO-";"MERC";"CLO-";"101"
"576";"GMC-MED-100";TRUE;2983,08064264451;109,114122608567;2035-12-20 05:05:47;"GMC-MED-";"GMC-";"MED-";"100"
"642";"VOLVCLO-101";TRUE;2676,77975296733;119,439192884954;2016-10-28 07:35:33;"VOLVCLO-";"VOLV";"CLO-";"101"
"394";"MERCBQA-100";TRUE;3071,50580714873;104,159309524752;2020-08-07 17:08:31;"MERCBQA-";"MERC";"BQA-";"100"
"3380";"MERCBQA-105";TRUE;3161,42171110879;94,7718344989644;2018-10-13 13:14:12;"MERCBQA-";"MERC";"BQA-";"105"
"84";"MERCCLO-100";TRUE;2904,81173797571;101,706061384576;2018-04-06 15:20:22;"MERCCLO-";"MERC";"CLO-";"100"
"3050";"VOLVCLO-105";TRUE;3617,85654391908;115,088179295228;2018-01-06 05:42:45;"VOLVCLO-";"VOLV";"CLO-";"105"
"220";"MERCBOG-100";TRUE;3110,51821997206;90,5077778613335;2019-01-03 12:15:44;"MERCBOG-";"MERC";"BOG-";"100"
"49";"VOLVCLO-100";TRUE;3729,73313765104;106,498978252071;2028-03-30 19:44:43;"VOLVCLO-";"VOLV";"CLO-";"100"
"3549";"MERCMED-105";TRUE;3729,73313765104;106,498978252071;2017-12-21 09:01:21;"MERCMED-";"MERC";"MED-";"105"
"2725";"VOLVBQA-104";TRUE;3030,48877536212;101,83381945065;2016-02-19 06:11:55;"VOLVBQA-";"VOLV";"BQA-";"104"
"1193";"GMC-MED-101";TRUE;3396,06283179266;96,1996686669309;2016-01-02 18:51:24;"GMC-MED-";"GMC-";"MED-";"101"
"2981";"GMC-MED-104";TRUE;3501,86562714221;95,7368745238729;2020-10-25 04:38:46;"GMC-MED-";"GMC-";"MED-";"104"
"2405";"VOLVCLO-104";TRUE;3021,981279628;102,712303542396;2016-06-11 13:36:30;"VOLVCLO-";"VOLV";"CLO-";"104"
"2505";"GMC-CLO-104";TRUE;3021,981279628;102,712303542396;2016-09-25 22:40:51;"GMC-CLO-";"GMC-";"CLO-";"104"
"514";"MERCMED-100";TRUE;2984,90536686024;114,382011386924;2017-06-11 18:49:18;"MERCMED-";"MERC";"MED-";"100"
"579";"GMC-MED-100";TRUE;3268,42843493495;99,1299573233089;2015-10-14 02:04:36;"GMC-MED-";"GMC-";"MED-";"100"
"966";"MERCBQA-101";TRUE;3252,88014961119;110,027169669464;2020-08-29 08:41:40;"MERCBQA-";"MERC";"BQA-";"101"
"1565";"MERCBQA-102";TRUE;3111,06865293481;96,0541185571668;2019-07-14 09:21:26;"MERCBQA-";"MERC";"BQA-";"102"
"2796";"MERCBQA-104";TRUE;2621,36350338874;100,898544788237;2019-02-21 13:36:35;"MERCBQA-";"MERC";"BQA-";"104"
"114";"GMC-CLO-100";TRUE;2984,90536686024;114,382011386924;2016-05-20 13:50:50;"GMC-CLO-";"GMC-";"CLO-";"100"
"417";"GMC-BQA-100";TRUE;2473,77347017684;97,885636137364;2015-11-12 05:02:18;"GMC-BQA-";"GMC-";"BQA-";"100"
"1226";"VOLVCLO-102";TRUE;2983,08064264451;109,114122608567;2029-02-11 10:26:46;"VOLVCLO-";"VOLV";"CLO-";"102"
"691";"MERCCLO-101";TRUE;3591,5163264982;94,5561240760793;2018-11-12 19:05:11;"MERCCLO-";"MERC";"CLO-";"101"
"3052";"MERCCLO-105";TRUE;3035,33987764905;93,764783365029;2019-01-25 11:25:39;"MERCCLO-";"MERC";"CLO-";"105"
"2932";"MERCMED-104";TRUE;2333,34759269043;94,5014346847706;2017-06-25 12:13:35;"MERCMED-";"MERC";"MED-";"104"
"1242";"VOLVCLO-102";TRUE;2676,77975296733;119,439192884954;2016-08-02 00:47:36;"VOLVCLO-";"VOLV";"CLO-";"102"
"625";"VOLVCLO-101";TRUE;3030,48877536212;101,83381945065;2016-05-04 00:32:03;"VOLVCLO-";"VOLV";"CLO-";"101"
"1902";"GMC-CLO-103";TRUE;3035,33987764905;93,764783365029;2060-06-28 07:48:38;"GMC-CLO-";"GMC-";"CLO-";"103"
"2230";"GMC-BQA-103";TRUE;3161,42171110879;94,7718344989644;2016-04-23 23:18:18;"GMC-BQA-";"GMC-";"BQA-";"103"
"1283";"MERCCLO-102";TRUE;2638,70663641054;115,178462595774;2019-02-08 10:48:56;"MERCCLO-";"MERC";"CLO-";"102"
"578";"GMC-MED-100";TRUE;2965,86760932343;103,416692020181;2015-10-05 20:11:28;"GMC-MED-";"GMC-";"MED-";"100"
"1979";"VOLVBOG-103";TRUE;3268,42843493495;99,1299573233089;2015-10-26 17:40:23;"VOLVBOG-";"VOLV";"BOG-";"103"
"2568";"VOLVBOG-104";TRUE;2844,82684817339;97,7029892573639;2020-11-19 16:27:52;"VOLVBOG-";"VOLV";"BOG-";"104"
"2413";"VOLVCLO-104";TRUE;2795,57841714799;103,588267310502;2017-08-30 13:57:50;"VOLVCLO-";"VOLV";"CLO-";"104"
"1605";"GMC-BQA-102";TRUE;3021,981279628;102,712303542396;2016-04-01 01:03:58;"GMC-BQA-";"GMC-";"BQA-";"102"
"2407";"VOLVCLO-104";TRUE;3193,77729180911;92,8766464428264;2015-09-28 05:57:26;"VOLVCLO-";"VOLV";"CLO-";"104"
"563";"GMC-MED-100";TRUE;2795,57841714799;103,588267310502;2017-07-08 05:20:19;"GMC-MED-";"GMC-";"MED-";"100"
"1254";"MERCCLO-102";TRUE;2800,75301924737;100,165297692668;2018-11-23 02:55:20;"MERCCLO-";"MERC";"CLO-";"102"
"1380";"VOLVBOG-102";TRUE;3161,42171110879;94,7718344989644;2016-07-06 08:04:08;"VOLVBOG-";"VOLV";"BOG-";"102"
"795";"VOLVBOG-101";TRUE;2389,0125550923;108,659907583195;2015-09-28 23:29:03;"VOLVBOG-";"VOLV";"BOG-";"101"
"225";"MERCBOG-100";TRUE;3030,48877536212;101,83381945065;2019-02-04 16:00:54;"MERCBOG-";"MERC";"BOG-";"100"
"2449";"VOLVCLO-104";TRUE;3729,73313765104;106,498978252071;2028-05-07 04:38:34;"VOLVCLO-";"VOLV";"CLO-";"104"
"376";"MERCBQA-100";TRUE;2983,08064264451;109,114122608567;2020-12-13 12:38:03;"MERCBQA-";"MERC";"BQA-";"100"
"172";"VOLVBOG-100";TRUE;2763,96024509723;98,1092484109281;2018-12-24 05:19:26;"VOLVBOG-";"VOLV";"BOG-";"100"
"2022";"MERCBOG-103";TRUE;2763,96024509723;98,1092484109281;2020-02-21 08:37:55;"MERCBOG-";"MERC";"BOG-";"103"
"2915";"MERCMED-104";TRUE;3111,06865293481;96,0541185571668;2018-01-19 08:47:40;"MERCMED-";"MERC";"MED-";"104"
"2183";"MERCBQA-103";TRUE;2638,70663641054;115,178462595774;2021-07-15 06:49:12;"MERCBQA-";"MERC";"BQA-";"103"
"2456";"MERCCLO-104";TRUE;2600,92982965727;96,27085660888;2018-04-28 21:33:24;"MERCCLO-";"MERC";"CLO-";"104"
"2546";"GMC-CLO-104";TRUE;2621,36350338874;100,898544788237;2016-06-04 09:09:59;"GMC-CLO-";"GMC-";"CLO-";"104"
"1043";"GMC-BQA-101";TRUE;3396,06283179266;96,1996686669309;2015-12-07 23:40:55;"GMC-BQA-";"GMC-";"BQA-";"101"
"3242";"MERCBOG-105";TRUE;2676,77975296733;119,439192884954;2019-02-20 04:05:25;"MERCBOG-";"MERC";"BOG-";"105"
"2000";"VOLVBOG-103";TRUE;3617,85654391908;115,088179295228;2019-04-08 13:10:06;"VOLVBOG-";"VOLV";"BOG-";"103"
"3570";"GMC-MED-105";TRUE;3110,51821997206;90,5077778613335;2016-02-21 00:12:01;"GMC-MED-";"GMC-";"MED-";"105"
"842";"MERCBOG-101";TRUE;2676,77975296733;119,439192884954;2019-08-18 11:13:42;"MERCBOG-";"MERC";"BOG-";"101"
"2457";"MERCCLO-104";TRUE;3193,77729180911;92,8766464428264;2017-05-22 03:46:28;"MERCCLO-";"MERC";"CLO-";"104"
"1198";"GMC-MED-101";TRUE;2736,86676045531;98,3815867705634;2016-04-17 02:13:39;"GMC-MED-";"GMC-";"MED-";"101"
"2241";"GMC-BQA-103";TRUE;3591,5163264982;94,5561240760793;2021-05-29 14:55:17;"GMC-BQA-";"GMC-";"BQA-";"103"
"1153";"GMC-MED-101";TRUE;3154,61384277607;129,105121559375;2018-04-07 07:36:59;"GMC-MED-";"GMC-";"MED-";"101"
"3148";"GMC-CLO-105";TRUE;2736,86676045531;98,3815867705634;2016-06-13 18:32:54;"GMC-CLO-";"GMC-";"CLO-";"105"
"1438";"MERCBOG-102";TRUE;3987,33260965093;112,816337203092;2018-12-20 03:35:32;"MERCBOG-";"MERC";"BOG-";"102"
"761";"VOLVBOG-101";TRUE;2780,23800138891;93,1550617480588;2023-02-22 19:13:05;"VOLVBOG-";"VOLV";"BOG-";"101"
"1513";"VOLVBQA-102";TRUE;2795,57841714799;103,588267310502;2017-05-26 16:51:59;"VOLVBQA-";"VOLV";"BQA-";"102"
"2138";"VOLVBQA-103";TRUE;3987,33260965093;112,816337203092;2016-02-21 16:50:33;"VOLVBQA-";"VOLV";"BQA-";"103"
"2777";"MERCBQA-104";TRUE;2674,77286741203;110,465048763652;2018-03-26 07:55:05;"MERCBQA-";"MERC";"BQA-";"104"
"588";"GMC-MED-100";TRUE;3987,33260965093;112,816337203092;2016-04-09 03:09:59;"GMC-MED-";"GMC-";"MED-";"100"
"2927";"MERCMED-104";TRUE;2674,77286741203;110,465048763652;2017-03-27 05:03:43;"MERCMED-";"MERC";"MED-";"104"
"1116";"MERCMED-101";TRUE;3252,88014961119;110,027169669464;2018-03-07 00:30:57;"MERCMED-";"MERC";"MED-";"101"
"1403";"MERCBOG-102";TRUE;3154,61384277607;129,105121559375;2019-06-18 22:10:40;"MERCBOG-";"MERC";"BOG-";"102"
"3572";"GMC-MED-105";TRUE;2763,96024509723;98,1092484109281;2018-04-14 07:52:42;"GMC-MED-";"GMC-";"MED-";"105"
"905";"VOLVBQA-101";TRUE;3021,981279628;102,712303542396;2016-04-17 04:06:32;"VOLVBQA-";"VOLV";"BQA-";"101"
"2592";"VOLVBOG-104";TRUE;2676,77975296733;119,439192884954;2017-03-13 23:11:14;"VOLVBOG-";"VOLV";"BOG-";"104"
"44";"VOLVCLO-100";TRUE;3071,50580714873;104,159309524752;2025-01-28 02:35:35;"VOLVCLO-";"VOLV";"CLO-";"100"
"516";"MERCMED-100";TRUE;3252,88014961119;110,027169669464;2018-01-27 12:30:56;"MERCMED-";"MERC";"MED-";"100"
"849";"MERCBOG-101";TRUE;3729,73313765104;106,498978252071;2020-10-21 21:53:08;"MERCBOG-";"MERC";"BOG-";"101"
"67";"MERCCLO-100";TRUE;2473,77347017684;97,885636137364;2017-12-25 18:19:28;"MERCCLO-";"MERC";"CLO-";"100"
"3227";"MERCBOG-105";TRUE;2674,77286741203;110,465048763652;2018-04-04 09:49:49;"MERCBOG-";"MERC";"BOG-";"105"
"1011";"GMC-BQA-101";TRUE;2780,23800138891;93,1550617480588;2030-07-31 10:39:39;"GMC-BQA-";"GMC-";"BQA-";"101"
"179";"VOLVBOG-100";TRUE;3268,42843493495;99,1299573233089;2015-10-27 02:57:57;"VOLVBOG-";"VOLV";"BOG-";"100"
